UTLA19CD,ethnicity,population,proportion
E08000032,Mixed/multiple ethnic group,12979,0.024842473566949692
E08000032,Other ethnic group,7740,0.014814758102179722
E08000032,White,352317,0.6743528592100327
E08000033,Asian/Asian British,16875,0.08279120426245916
E08000033,Black/African/Caribbean/Black British,899,0.0044106247485600466
E08000033,Mixed/multiple ethnic group,2797,0.013722488789457674
E08000033,Other ethnic group,468,0.0022960760648788672
E08000033,White,182787,0.8967796061346442
E08000034,Asian/Asian British,67782,0.16044671896377866
E08000034,Black/African/Caribbean/Black British,7905,0.01871191929138518
E08000034,Mixed/multiple ethnic group,9790,0.023173901310899546
E08000034,Other ethnic group,2711,0.006417205970771059
E08000034,White,334270,0.7912502544631655
E08000035,Asian/Asian British,58243,0.07750387565952747
E08000035,Black/African/Caribbean/Black British,25893,0.03445577756043035
E08000035,Mixed/multiple ethnic group,19632,0.026124273937603543
E08000035,Other ethnic group,8230,0.01095164906817834
E08000035,White,639487,0.8509644237742603
E08000036,Asian/Asian British,8498,0.026080524925039206
E08000036,Black/African/Caribbean/Black British,2512,0.007709376160472874
E08000036,Mixed/multiple ethnic group,2928,0.008986088136092587
E08000036,Other ethnic group,942,0.002891016060177328
E08000036,White,310957,0.954332994718218
E08000037,Asian/Asian British,3738,0.01867002307530942
E08000037,Black/African/Caribbean/Black British,1081,0.00539922283157022
E08000037,Mixed/multiple ethnic group,1558,0.007781673609238115
E08000037,Other ethnic group,1095,0.005469148011627558
E08000037,White,192742,0.9626799324722547
E09000001,Asian/Asian British,940,0.12745762711864406
E09000001,Black/African/Caribbean/Black British,193,0.02616949152542373
E09000001,Mixed/multiple ethnic group,289,0.0391864406779661
E09000001,Other ethnic group,154,0.020881355932203388
E09000001,White,5799,0.7863050847457627
E09000002,Asian/Asian British,29594,0.15918369542415456
E09000002,Black/African/Caribbean/Black British,37140,0.1997730096659154
E09000002,Mixed/multiple ethnic group,7878,0.04237511497436946
E09000002,Other ethnic group,2913,0.015668787753279796
E09000002,White,108386,0.5829993921822808
E09000003,Asian/Asian British,65918,0.18496237225929188
E09000003,Black/African/Caribbean/Black British,27431,0.07696991464311168
E09000003,Mixed/multiple ethnic group,17169,0.04817529308109746
E09000003,Other ethnic group,17315,0.048584961249880744
E09000003,White,228553,0.6413074587666182
E09000004,Asian/Asian British,15243,0.06570343582029078
E09000004,Black/African/Caribbean/Black British,19624,0.08458730069785385
E09000004,Mixed/multiple ethnic group,5395,0.02325461105100497
E09000004,Other ethnic group,1773,0.007642340202675035
E09000004,White,189962,0.8188123122281754
E09000005,Asian/Asian British,105986,0.3405555644811465
E09000005,Black/African/Caribbean/Black British,58632,0.18839708882926595
E09000005,Mixed/multiple ethnic group,15775,0.05068843082756294
E09000005,Other ethnic group,17942,0.05765146281509567
E09000005,White,112880,0.362707453046929
E09000006,Asian/Asian British,16067,0.051930883797900396
E09000006,Black/African/Caribbean/Black British,18686,0.06039587319646274
E09000006,Mixed/multiple ethnic group,10897,0.03522069090344935
E09000006,Other ethnic group,2872,0.00928272224233335
E09000006,White,260870,0.8431698298598541
E09000007,Asian/Asian British,35446,0.16087102542457496
E09000007,Black/African/Caribbean/Black British,18060,0.08196498107453094
E09000007,Mixed/multiple ethnic group,12322,0.05592317258030843
E09000007,Other ethnic group,8455,0.038372863509698735
E09000007,White,146055,0.6628679574108869
E09000008,Asian/Asian British,59627,0.1640908365393612
E09000008,Black/African/Caribbean/Black British,73256,0.20159723483535053
E09000008,Mixed/multiple ethnic group,23895,0.0657579710384228
E09000008,Other ethnic group,6405,0.017626273467298517
E09000008,White,200195,0.5509276841195669
E09000009,Asian/Asian British,100439,0.29676258461393
E09000009,Black/African/Caribbean/Black British,36860,0.10890858002239628
E09000009,Mixed/multiple ethnic group,15066,0.044514830890326165
E09000009,Other ethnic group,20266,0.0598790364279404
E09000009,White,165818,0.48993496804540715
E09000010,Asian/Asian British,34893,0.11166974966876396
E09000010,Black/African/Caribbean/Black British,53687,0.17181709369979453
E09000010,Mixed/multiple ethnic group,17183,0.05499158308423956
E09000010,Other ethnic group,16063,0.051407193102609564
E09000010,White,190640,0.6101143804445923
E09000011,Asian/Asian British,29894,0.11743538775205553
E09000011,Black/African/Caribbean/Black British,48655,0.1911359734754888
E09000011,Mixed/multiple ethnic group,12274,0.048217098724450715
E09000011,Other ethnic group,4732,0.01858915684895721
E09000011,White,159002,0.6246223831990477
E09000012,Asian/Asian British,25867,0.10503512405083851
E09000012,Black/African/Caribbean/Black British,56858,0.23087668006659356
E09000012,Mixed/multiple ethnic group,15869,0.06443740609899704
E09000012,Other ethnic group,13059,0.053027165306371055
E09000012,White,134617,0.5466236244771998
E09000013,Asian/Asian British,16635,0.09115418125626737
E09000013,Black/African/Caribbean/Black British,21505,0.11784013633399637
E09000013,Mixed/multiple ethnic group,10044,0.05503772747447847
E09000013,Other ethnic group,10087,0.05527335295052413
E09000013,White,124222,0.6806946019847336
E09000014,Asian/Asian British,24150,0.09473337360645835
E09000014,Black/African/Caribbean/Black British,47830,0.18762307493154876
E09000014,Mixed/multiple ethnic group,16548,0.06491295513207754
E09000014,Other ethnic group,12055,0.0472882326635965
E09000014,White,154343,0.6054423636663189
E09000015,Asian/Asian British,101808,0.4258751087611271
E09000015,Black/African/Caribbean/Black British,19708,0.0824409343417442
E09000015,Mixed/multiple ethnic group,9499,0.03973545947393079
E09000015,Other ethnic group,7050,0.029490997925172343
E09000015,White,100991,0.4224574994980256
E09000016,Asian/Asian British,11545,0.048665441424428406
E09000016,Black/African/Caribbean/Black British,11481,0.048395663316921834
E09000016,Mixed/multiple ethnic group,4933,0.020793990692655293
E09000016,Other ethnic group,1324,0.0055810345990422875
E09000016,White,207949,0.8765638699669522
E09000017,Asian/Asian British,69253,0.25280722504526604
E09000017,Black/African/Caribbean/Black British,20082,0.07330909409497109
E09000017,Mixed/multiple ethnic group,10479,0.03825346066234449
E09000017,Other ethnic group,8091,0.029536096022428595
E09000017,White,166031,0.6060941241749898
E09000018,Asian/Asian British,87257,0.3435896628169336
E09000018,Black/African/Caribbean/Black British,16813,0.06620412117011935
E09000018,Mixed/multiple ethnic group,10349,0.04075099327838965
E09000018,Other ethnic group,9033,0.03556901365191745
E09000018,White,130505,0.5138862090826399
E09000019,Asian/Asian British,19034,0.09234202546998181
E09000019,Black/African/Caribbean/Black British,26294,0.12756337174044877
E09000019,Mixed/multiple ethnic group,13339,0.06471315949060036
E09000019,Other ethnic group,6943,0.033683444511825346
E09000019,White,140515,0.6816979987871438
E09000020,Asian/Asian British,15861,0.09997541743093244
E09000020,Black/African/Caribbean/Black British,10333,0.06513120158336957
E09000020,Mixed/multiple ethnic group,8986,0.056640760420803155
E09000020,Other ethnic group,11452,0.07218450793890917
E09000020,White,112017,0.7060681126259857
E09000021,Asian/Asian British,26152,0.16338872922654005
E09000021,Black/African/Caribbean/Black British,4021,0.025121829314007246
E09000021,Mixed/multiple ethnic group,6269,0.03916656253904786
E09000021,Other ethnic group,4399,0.02748344370860927
E09000021,White,119219,0.7448394352117956
E09000022,Asian/Asian British,20938,0.06908270259926226
E09000022,Black/African/Caribbean/Black British,78542,0.2591409698897343
E09000022,Mixed/multiple ethnic group,23160,0.07641395511504985
E09000022,Other ethnic group,7421,0.024484799693816277
E09000022,White,173025,0.5708775727021373
E09000023,Asian/Asian British,25534,0.09255305652717617
E09000023,Black/African/Caribbean/Black British,74942,0.27164216974463995
E09000023,Mixed/multiple ethnic group,20472,0.074204831723363
E09000023,Other ethnic group,7251,0.026282690251372854
E09000023,White,147686,0.535317251753448
E09000024,Asian/Asian British,36143,0.1809928239848167
E09000024,Black/African/Caribbean/Black British,20811,0.10421496997891763
E09000024,Mixed/multiple ethnic group,9334,0.04674174858407656
E09000024,Other ethnic group,3799,0.019024202150300713
E09000024,White,129606,0.6490262553018884
E09000025,Asian/Asian British,133895,0.43474661021351757
E09000025,Black/African/Caribbean/Black British,60256,0.19564652709231647
E09000025,Mixed/multiple ethnic group,13945,0.04527832614681282
E09000025,Other ethnic group,10672,0.03465115070912775
E09000025,White,89216,0.2896773858382254
E09000026,Asian/Asian British,116503,0.41761838190486433
E09000026,Black/African/Caribbean/Black British,24845,0.08905975552926838
E09000026,Mixed/multiple ethnic group,11456,0.04106534752840807
E09000026,Other ethnic group,7520,0.02695630354518407
E09000026,White,118646,0.42530021149227515
E09000027,Asian/Asian British,13607,0.0727685972511899
E09000027,Black/African/Caribbean/Black British,2816,0.015059628857158136
E09000027,Mixed/multiple ethnic group,6780,0.03625862345579978
E09000027,Other ethnic group,3062,0.016375207230333172
E09000027,White,160725,0.859537943205519
E09000028,Asian/Asian British,27192,0.09432398025551281
E09000028,Black/African/Caribbean/Black British,77511,0.26887121335632
E09000028,Mixed/multiple ethnic group,17778,0.06166856873280769
E09000028,Other ethnic group,9453,0.03279069525431607
E09000028,White,156349,0.5423455424010434
E09000029,Asian/Asian British,22035,0.11588463601653466
E09000029,Black/African/Caribbean/Black British,9120,0.04796314411031523
E09000029,Mixed/multiple ethnic group,7134,0.03751853838629264
E09000029,Other ethnic group,2408,0.012663952962460425
E09000029,White,149449,0.7859697285243971
E09000030,Asian/Asian British,104501,0.4112658207921416
E09000030,Black/African/Caribbean/Black British,18629,0.0733148101504943
E09000030,Mixed/multiple ethnic group,10360,0.040771991688180846
E09000030,Other ethnic group,5787,0.022774856747056232
E09000030,White,114819,0.45187252062212707
E09000031,Asian/Asian British,54389,0.21060681745137444
E09000031,Black/African/Caribbean/Black British,44791,0.17344113626771063
E09000031,Mixed/multiple ethnic group,13766,0.053305143485550766
E09000031,Other ethnic group,10504,0.040673923229131576
E09000031,White,134799,0.5219729795662326
E09000032,Asian/Asian British,33338,0.10859460251795632
E09000032,Black/African/Caribbean/Black British,32756,0.10669880616948159
E09000032,Mixed/multiple ethnic group,15241,0.049645759702926756
E09000032,Other ethnic group,6444,0.020990569878988258
E09000032,White,219216,0.714070261730647
E09000033,Asian/Asian British,31862,0.14522598406534304
E09000033,Black/African/Caribbean/Black British,16472,0.07507885285055334
E09000033,Mixed/multiple ethnic group,11395,0.05193804809568087
E09000033,Other ethnic group,24337,0.11092727305876132
E09000033,White,135330,0.6168298419296614
E10000002,Asian/Asian British,43269,0.0856331996128902
E10000002,Black/African/Caribbean/Black British,10490,0.020760643045580396
E10000002,Mixed/multiple ethnic group,12360,0.02446153937496413
E10000002,Other ethnic group,2494,0.004935847831809105
E10000002,White,436670,0.8642087701347562
E10000003,Asian/Asian British,25638,0.041271067754865505
E10000003,Black/African/Caribbean/Black British,6010,0.009674667181790378
E10000003,Mixed/multiple ethnic group,11081,0.017837768226525653
E10000003,Other ethnic group,3494,0.005624507010511743
E10000003,White,574987,0.9255919898263067
E10000006,Asian/Asian British,4066,0.00813431014408092
E10000006,Black/African/Caribbean/Black British,579,0.001158328965426181
E10000006,Mixed/multiple ethnic group,2504,0.005009422676039995
E10000006,Other ethnic group,452,9.042568089337371e-4
E10000006,White,492257,0.9847936814055192
E10000007,Asian/Asian British,8795,0.011426737656654792
E10000007,Black/African/Caribbean/Black British,2770,0.0035988701886223735
E10000007,Mixed/multiple ethnic group,7119,0.009249226307871002
E10000007,Other ethnic group,908,0.001179701852443724
E10000007,White,750094,0.9745454639944081
E10000008,Asian/Asian British,8710,0.011669361829262901
E10000008,Black/African/Caribbean/Black British,1413,0.0018930893530136027
E10000008,Mixed/multiple ethnic group,6520,0.008735274296991287
E10000008,Other ethnic group,1683,0.002254826172060788
E10000008,White,728073,0.9754474483486715
E10000011,Asian/Asian British,9143,0.01735998374696917
E10000011,Black/African/Caribbean/Black British,2912,0.005529068431715435
E10000011,Mixed/multiple ethnic group,7473,0.014189123760374123
E10000011,Other ethnic group,1721,0.003267694632892261
E10000011,White,505422,0.9596541294280491
E10000012,Asian/Asian British,34860,0.025014584665327674
E10000012,Black/African/Caribbean/Black British,18709,0.013425067828560398
E10000012,Mixed/multiple ethnic group,20885,0.014986506045191294
E10000012,Other ethnic group,5277,0.0037866311898718916
E10000012,White,1313856,0.9427872102710487
E10000013,Asian/Asian British,12433,0.020826353805127106
E10000013,Black/African/Caribbean/Black British,5150,0.008626696862897498
E10000013,Mixed/multiple ethnic group,8661,0.014507926510593249
E10000013,Other ethnic group,1093,0.0018308698390576631
E10000013,White,569647,0.9542081529823245
E10000014,Asian/Asian British,35356,0.026829808740100835
E10000014,Black/African/Caribbean/Black British,8298,0.006296915740619888
E10000014,Mixed/multiple ethnic group,18051,0.013697954450943552
E10000014,Other ethnic group,3960,0.0030050357113587316
E10000014,White,1252123,0.950170285356977
E10000015,Asian/Asian British,72581,0.06503312539984338
E10000015,Black/African/Caribbean/Black British,31401,0.028135533688988603
E10000015,Mixed/multiple ethnic group,27497,0.024637520137770125
E10000015,Other ethnic group,7088,0.006350901652417159
E10000015,White,977495,0.8758429191209808
E10000016,Asian/Asian British,47614,0.03252900105209942
E10000016,Black/African/Caribbean/Black British,16216,0.01107847022012106
E10000016,Mixed/multiple ethnic group,22107,0.015103092079194393
E10000016,Other ethnic group,6701,0.004577998824927924
E10000016,White,1371102,0.9367114378236572
E10000017,Asian/Asian British,71054,0.06066049196688576
E10000017,Black/African/Caribbean/Black British,4098,0.0034985601947856255
E10000017,Mixed/multiple ethnic group,12724,0.010862781824902953
E10000017,Other ethnic group,2776,0.0023699373110602482
E10000017,White,1080687,0.9226082287023654
E10000018,Asian/Asian British,40777,0.06268668647740393
E10000018,Black/African/Caribbean/Black British,3787,0.0058217740807300355
E10000018,Mixed/multiple ethnic group,8551,0.013145495158257865
E10000018,Other ethnic group,2607,0.004007754166480909
E10000018,White,594767,0.9143382901171273
E10000019,Asian/Asian British,7316,0.010251480761658677
E10000019,Black/African/Caribbean/Black British,2561,0.003588578763068326
E10000019,Mixed/multiple ethnic group,6190,0.00867368314853297
E10000019,Other ethnic group,1102,0.0015441678238583738
E10000019,White,696484,0.9759420895028816
E10000020,Asian/Asian British,13017,0.015173309336416875
E10000020,Black/African/Caribbean/Black British,4609,0.005372496176657093
E10000020,Mixed/multiple ethnic group,10027,0.011688005893543213
E10000020,Other ethnic group,2217,0.002584253422358163
E10000020,White,828018,0.9651819351710247
E10000021,Asian/Asian British,25427,0.036746768561981176
E10000021,Black/African/Caribbean/Black British,16923,0.024456898744421578
E10000021,Mixed/multiple ethnic group,14182,0.02049564131616066
E10000021,Other ethnic group,2598,0.00375459569449904
E10000021,White,632822,0.9145460956829375
E10000023,Asian/Asian British,7356,0.012293273794403519
E10000023,Black/African/Caribbean/Black British,2424,0.004050964610880115
E10000023,Mixed/multiple ethnic group,5043,0.00842781127585331
E10000023,Other ethnic group,1078,0.0018015428426273782
E10000023,White,582475,0.9734264074762357
E10000024,Asian/Asian British,17139,0.02181083784464789
E10000024,Black/African/Caribbean/Black British,5102,0.006492729720718451
E10000024,Mixed/multiple ethnic group,10716,0.013637023066879443
E10000024,Other ethnic group,2042,0.002598618990534511
E10000024,White,750803,0.9554607903772198
E10000025,Asian/Asian British,31657,0.04842015423724147
E10000025,Black/African/Caribbean/Black British,11424,0.017473286856184937
E10000025,Mixed/multiple ethnic group,13233,0.020240196513296154
E10000025,Other ethnic group,3480,0.005322744945686588
E10000025,White,594004,0.9085436174475908
E10000027,Asian/Asian British,4873,0.009194825387001577
E10000027,Black/African/Caribbean/Black British,1013,0.0019114217354879125
E10000027,Mixed/multiple ethnic group,4241,0.008002309555976542
E10000027,Other ethnic group,590,0.001113266361241726
E10000027,White,519255,0.9797781769602922
E10000028,Asian/Asian British,20656,0.024344452314644032
E10000028,Black/African/Caribbean/Black British,4810,0.005668900834306632
E10000028,Mixed/multiple ethnic group,9604,0.011318944618020976
E10000028,Other ethnic group,1804,0.0021261324542804915
E10000028,White,811615,0.9565415697787478
E10000029,Asian/Asian British,13131,0.018033050292310924
E10000029,Black/African/Caribbean/Black British,6854,0.009412727644771844
E10000029,Mixed/multiple ethnic group,12472,0.017128033146424634
E10000029,Other ethnic group,2511,0.003448403722792836
E10000029,White,693195,0.9519777851936998
E10000030,Asian/Asian British,63498,0.0560743206845698
E10000030,Black/African/Caribbean/Black British,12430,0.010976783616951757
E10000030,Mixed/multiple ethnic group,23554,0.02080025432933883
E10000030,Other ethnic group,9226,0.008147369722445447
E10000030,White,1023682,0.9040012716466942
E10000031,Asian/Asian British,25096,0.04600769239230468
E10000031,Black/African/Caribbean/Black British,4443,0.008145209487528279
E10000031,Mixed/multiple ethnic group,7949,0.014572646908926914
E10000031,Other ethnic group,2298,0.004212849741692546
E10000031,White,505688,0.9270616014695476
E10000032,Asian/Asian British,28334,0.035114984409313765
E10000032,Black/African/Caribbean/Black British,7146,0.008856203804226588
E10000032,Mixed/multiple ethnic group,12155,0.015063973865151717
E10000032,Other ethnic group,2758,0.003418053469361451
E10000032,White,756499,0.9375467844519465
E10000034,Asian/Asian British,13741,0.024270138421566705
E10000034,Black/African/Caribbean/Black British,2372,0.004189561773957953
E10000034,Mixed/multiple ethnic group,7045,0.012443281069786583
E10000034,Other ethnic group,953,0.0016832429892841183
E10000034,White,542058,0.9574137757454046
W06000001,Asian/Asian British,491,0.007039325601066651
W06000001,Black/African/Caribbean/Black British,81,0.0011612736734957206
W06000001,Mixed/multiple ethnic group,480,0.0068816217688635285
W06000001,Other ethnic group,179,0.002566271451305358
W06000001,White,68520,0.9823515075052688
W06000002,Asian/Asian British,2166,0.01797077881671631
W06000002,Black/African/Caribbean/Black British,288,0.0023894664354636645
W06000002,Mixed/multiple ethnic group,958,0.007948294601299272
W06000002,Other ethnic group,877,0.007276257166325116
W06000002,White,116240,0.9644152029801957
W06000003,Asian/Asian British,1252,0.010865414656159962
W06000003,Black/African/Caribbean/Black British,199,0.0017270107959870865
W06000003,Mixed/multiple ethnic group,894,0.007758530912625404
W06000003,Other ethnic group,334,0.0028986010344707884
W06000003,White,112549,0.9767504426007567
W06000004,Asian/Asian British,1430,0.015255937013250261
W06000004,Black/African/Caribbean/Black British,161,0.0017176264749183862
W06000004,Mixed/multiple ethnic group,751,0.00801203405381185
W06000004,Other ethnic group,138,0.0014722512642157595
W06000004,White,91254,0.9735421511938037
W06000005,Asian/Asian British,1201,0.007875099996065728
W06000005,Black/African/Caribbean/Black British,142,9.311109071118513e-4
W06000005,Mixed/multiple ethnic group,851,0.00558010832360694
W06000005,Other ethnic group,151,9.90124978689363e-4
W06000005,White,150161,0.9846235557945261
W06000006,Asian/Asian British,2321,0.017212482572454096
W06000006,Black/African/Caribbean/Black British,625,0.004634985613004657
W06000006,Mixed/multiple ethnic group,1010,0.007490136750615526
W06000006,Other ethnic group,241,0.001787250452374596
W06000006,White,130647,0.9688751446115511
W06000008,Asian/Asian British,1099,0.014475382629540845
W06000008,Black/African/Caribbean/Black British,266,0.003503595795685045
W06000008,Mixed/multiple ethnic group,736,0.009694159795579674
W06000008,Other ethnic group,378,0.0049787940254471695
W06000008,White,73443,0.9673480677537473
W06000009,Asian/Asian British,1192,0.00973546010666536
W06000009,Black/African/Caribbean/Black British,179,0.001461952482460654
W06000009,Mixed/multiple ethnic group,733,0.005986654579014856
W06000009,Other ethnic group,214,0.001747809113109385
W06000009,White,120121,0.9810681237187497
W06000010,Asian/Asian British,1837,0.009995810139462501
W06000010,Black/African/Caribbean/Black British,279,0.0015181442726783004
W06000010,Mixed/multiple ethnic group,1033,0.00562094277303471
W06000010,Other ethnic group,305,0.0016596200830354178
W06000010,White,180323,0.9812054827317891
W06000011,Asian/Asian British,7803,0.03264539395790363
W06000011,Black/African/Caribbean/Black British,1983,0.008296272743627183
W06000011,Mixed/multiple ethnic group,2160,0.009036787254783012
W06000011,Other ethnic group,2380,0.009957200771473875
W06000011,White,224697,0.9400643452722123
W06000012,Asian/Asian British,1369,0.009791720310130748
W06000012,Black/African/Caribbean/Black British,299,0.0021385861013360798
W06000012,Mixed/multiple ethnic group,910,0.006508740308414156
W06000012,Other ethnic group,147,0.0010514118959745944
W06000012,White,137087,0.9805095413841444
W06000013,Asian/Asian British,1549,0.01112963255686962
W06000013,Black/African/Caribbean/Black British,315,0.002263288738162641
W06000013,Mixed/multiple ethnic group,998,0.007170673525988303
W06000013,Other ethnic group,226,0.0016238198565865294
W06000013,White,136090,0.9778125853223929
W06000014,Asian/Asian British,1967,0.015569592198581561
W06000014,Black/African/Caribbean/Black British,489,0.0038706306990881458
W06000014,Mixed/multiple ethnic group,1695,0.013416603343465046
W06000014,Other ethnic group,347,0.002746643870314083
W06000014,White,121838,0.9643965298885512
W06000015,Asian/Asian British,27885,0.08057152763731977
W06000015,Black/African/Caribbean/Black British,8201,0.023696148400705018
W06000015,Mixed/multiple ethnic group,10031,0.028983790343552255
W06000015,Other ethnic group,6859,0.019818544309283714
W06000015,White,293114,0.8469299893091392
W06000016,Asian/Asian British,3030,0.012926069706923766
W06000016,Black/African/Caribbean/Black British,1308,0.005579966724969071
W06000016,Mixed/multiple ethnic group,1506,0.006424640587005674
W06000016,Other ethnic group,325,0.001386459622029777
W06000016,White,228241,0.9736828633590717
W06000018,Asian/Asian British,1346,0.007527711598044808
W06000018,Black/African/Caribbean/Black British,242,0.0013534221446707606
W06000018,Mixed/multiple ethnic group,1174,0.006565775197700301
W06000018,Other ethnic group,199,0.0011129380445846337
W06000018,White,175845,0.9834401530149995
W06000019,Asian/Asian British,485,0.0069470306815251955
W06000019,Black/African/Caribbean/Black British,95,0.0013607585871028734
W06000019,Mixed/multiple ethnic group,394,0.0056435671928266535
W06000019,Other ethnic group,90,0.001289139714097459
W06000019,White,68750,0.9847595038244478
W06000020,Asian/Asian British,977,0.010727422454021411
W06000020,Black/African/Caribbean/Black British,169,0.0018556135053527313
W06000020,Mixed/multiple ethnic group,603,0.006620916826791106
W06000020,Other ethnic group,95,0.001043096349162778
W06000020,White,89231,0.979752950864672
W06000021,Asian/Asian British,900,0.009855129594954173
W06000021,Black/African/Caribbean/Black British,144,0.0015768207351926679
W06000021,Mixed/multiple ethnic group,624,0.006832889852501561
W06000021,Other ethnic group,129,0.001412568575276765
W06000021,White,89526,0.9803225912420749
W06000022,Asian/Asian British,7986,0.054797716418729756
W06000022,Black/African/Caribbean/Black British,2535,0.017394466706922105
W06000022,Mixed/multiple ethnic group,2752,0.018883460503924906
W06000022,Other ethnic group,1438,0.00986715705110611
W06000022,White,131025,0.8990571993193172
W06000023,Asian/Asian British,1146,0.008531800686415379
W06000023,Black/African/Caribbean/Black British,133,9.90165350168626e-4
W06000023,Mixed/multiple ethnic group,766,0.005702756828790733
W06000023,Other ethnic group,116,8.636028618012075e-4
W06000023,White,132160,0.9839116742728241
W06000024,Asian/Asian British,696,0.011836332097547702
W06000024,Black/African/Caribbean/Black British,143,0.0024318900717662665
W06000024,Mixed/multiple ethnic group,462,0.00785687561647563
W06000024,Other ethnic group,110,0.0018706846705894358
W06000024,White,57391,0.976004217543621
